薙	艹矢亻亠龶
虸	虫子
鄑	亚日阝
总	丷口心
宗	宀二小
纵	纟人人
踪	⻊宀二小
棕	木宀二小
鬃	一丨一二厶丿丿丿宀二小
粽	米宀二小
偬	亻匆心
倧	亻宀二小
鬷	一口冂丷一丨乂凵八夂
腙	月宀二小
疭	疒人人
走	土丨一人
奏	寿上ㄟ天
揍	扌寿上ㄟ天
邹	⺈彐阝
诹	讠耳又
驺	马⺈彐
陬	阝耳又
鄹	耳又亻丿丿丿ㄟ阝
鲰	鱼耳又
组	纟且
足	口丨一人
族	方丿一矢
祖	礻且
阻	阝且
租	禾且
诅	讠且
俎	人人且
镞	钅方丿一矢
菹	艹氵且
崒	山亠人人十
珇	王且
钻	钅丨一口
攥	扌⺮目大幺小
纂	⺮目大幺小
缵	纟⺧儿⺧儿冂人
躜	⻊⺧儿⺧儿冂人
最	日耳又
嘴	口止匕⺈用
罪	罒非
醉	酉亠人人十
蕞	艹日耳又
槜	木亻亠龶乃
尊	丷酉寸
遵	辶丷酉寸
樽	木丷酉寸
鳟	鱼丷酉寸
撙	扌丷酉寸
噂	口丷酉寸
僔	亻丷酉寸
嶟	山丷酉寸
𨱔	钅丷酉寸
做	亻十口攵
作	亻乍
坐	人人土
左	𠂇工
座	广人人土
昨	日乍
佐	亻𠂇工
祚	礻乍
嘬	口日耳又
酢	酉乍
怍	忄乍
胙	月乍
唑	口人人土
捽	扌亠人人十
阼	阝乍
岞	山乍
栓	木人王
拴	扌人王
蟀	虫亠幺冫丿丶十
卍	乛乛
濛	氵艹冖二丿乛丿丿丿ㄟ
衰	亠丨乛一一𧘇
艹	一一丨
觍	丨乛一丨丨一八冂见下
珮	王几一巾
屮	乛丨丨
芔	乛丨丨乛丨丿乛丨丨
